# g4beamline profile
#Z N meanX sigmaX meanY sigmaY emitX emitY emitTrans betaX betaY betaTrans alphaX alphaY alphaTrans meanP
#mm - mm mm mm mm mm-rad mm-rad mm-rad mm mm mm - - - MeV/c
69400.0 1000 -0.023 0.912 0.012 0.519 0.002015 0.001976 0.001995 1.78e+05 5.781e+04 1.179e+05 -5.747 2.27 -1.738 4.009e+05
69500.0 1000 -0.023 0.914 0.012 0.517 0.002015 0.001976 0.001995 1.792e+05 5.736e+04 1.183e+05 -5.766 2.26 -1.753 4.009e+05
69600.0 1000 -0.023 0.917 0.012 0.515 0.002015 0.001976 0.001995 1.803e+05 5.691e+04 1.186e+05 -5.785 2.249 -1.768 4.009e+05
69700.0 1000 -0.024 0.920 0.012 0.513 0.002015 0.001976 0.001995 1.815e+05 5.646e+04 1.19e+05 -5.804 2.238 -1.783 4.009e+05
69800.0 1000 -0.024 0.923 0.012 0.511 0.002015 0.001976 0.001995 1.826e+05 5.601e+04 1.193e+05 -5.823 2.228 -1.798 4.009e+05
69900.0 1000 -0.024 0.926 0.012 0.509 0.002015 0.001976 0.001995 1.838e+05 5.557e+04 1.197e+05 -5.842 2.217 -1.813 4.009e+05
70000.0 1000 -0.024 0.929 0.011 0.507 0.002015 0.001976 0.001995 1.85e+05 5.512e+04 1.201e+05 -5.861 2.207 -1.827 4.009e+05
70100.0 1000 -0.024 0.932 0.011 0.505 0.002015 0.001976 0.001995 1.862e+05 5.468e+04 1.204e+05 -5.881 2.196 -1.842 4.009e+05
70200.0 1000 -0.024 0.935 0.011 0.503 0.002015 0.001976 0.001995 1.873e+05 5.425e+04 1.208e+05 -5.9 2.185 -1.857 4.009e+05
70300.0 1000 -0.024 0.938 0.011 0.501 0.002015 0.001976 0.001995 1.885e+05 5.381e+04 1.212e+05 -5.919 2.175 -1.872 4.009e+05
70400.0 1000 -0.024 0.941 0.011 0.499 0.002015 0.001976 0.001995 1.897e+05 5.338e+04 1.215e+05 -5.938 2.164 -1.887 4.009e+05
70500.0 1000 -0.024 0.944 0.011 0.497 0.002015 0.001976 0.001995 1.909e+05 5.294e+04 1.219e+05 -5.957 2.154 -1.902 4.009e+05
70600.0 1000 -0.024 0.947 0.011 0.495 0.002015 0.001976 0.001995 1.921e+05 5.251e+04 1.223e+05 -5.976 2.143 -1.917 4.009e+05
70700.0 1000 -0.024 0.950 0.011 0.493 0.002015 0.001976 0.001995 1.933e+05 5.209e+04 1.227e+05 -5.995 2.132 -1.931 4.009e+05
70800.0 1000 -0.024 0.953 0.011 0.491 0.002015 0.001976 0.001995 1.945e+05 5.166e+04 1.231e+05 -6.014 2.122 -1.946 4.009e+05
70900.0 1000 -0.024 0.956 0.011 0.489 0.002015 0.001976 0.001995 1.957e+05 5.124e+04 1.235e+05 -6.034 2.111 -1.961 4.009e+05
71000.0 1000 -0.024 0.959 0.011 0.487 0.002015 0.001976 0.001995 1.969e+05 5.082e+04 1.239e+05 -6.053 2.1 -1.976 4.009e+05
71100.0 1000 -0.024 0.962 0.011 0.485 0.002015 0.001976 0.001995 1.981e+05 5.04e+04 1.243e+05 -6.072 2.09 -1.991 4.009e+05
71200.0 1000 -0.025 0.965 0.011 0.483 0.002015 0.001976 0.001995 1.993e+05 4.998e+04 1.247e+05 -6.091 2.079 -2.006 4.009e+05
71300.0 1000 -0.025 0.967 0.011 0.481 0.002015 0.001976 0.001995 2.005e+05 4.957e+04 1.251e+05 -6.11 2.069 -2.021 4.009e+05
71400.0 1000 -0.025 0.970 0.010 0.479 0.002015 0.001976 0.001995 2.018e+05 4.915e+04 1.255e+05 -6.129 2.058 -2.036 4.009e+05
71500.0 1000 -0.025 0.973 0.010 0.477 0.002015 0.001976 0.001995 2.03e+05 4.874e+04 1.259e+05 -6.148 2.047 -2.05 4.009e+05
71600.0 1000 -0.025 0.976 0.010 0.475 0.002015 0.001976 0.001995 2.042e+05 4.834e+04 1.263e+05 -6.167 2.037 -2.065 4.009e+05
71700.0 1000 -0.025 0.979 0.010 0.473 0.002015 0.001976 0.001995 2.055e+05 4.793e+04 1.267e+05 -6.187 2.026 -2.08 4.009e+05
71800.0 1000 -0.025 0.982 0.010 0.471 0.002015 0.001976 0.001995 2.067e+05 4.752e+04 1.271e+05 -6.206 2.016 -2.095 4.009e+05
71900.0 1000 -0.025 0.985 0.010 0.469 0.002015 0.001976 0.001995 2.079e+05 4.712e+04 1.275e+05 -6.225 2.005 -2.11 4.009e+05
72000.0 1000 -0.025 0.988 0.010 0.467 0.002015 0.001976 0.001995 2.092e+05 4.672e+04 1.28e+05 -6.244 1.994 -2.125 4.009e+05
72100.0 1000 -0.025 0.991 0.010 0.465 0.002015 0.001976 0.001995 2.104e+05 4.632e+04 1.284e+05 -6.263 1.984 -2.14 4.009e+05
72200.0 1000 -0.025 0.994 0.010 0.463 0.002015 0.001976 0.001995 2.117e+05 4.593e+04 1.288e+05 -6.282 1.973 -2.155 4.009e+05
72300.0 1000 -0.025 0.997 0.010 0.461 0.002015 0.001976 0.001995 2.13e+05 4.554e+04 1.292e+05 -6.301 1.963 -2.169 4.009e+05
72400.0 1000 -0.025 1.000 0.010 0.459 0.002015 0.001976 0.001995 2.142e+05 4.514e+04 1.297e+05 -6.32 1.952 -2.184 4.009e+05
72500.0 1000 -0.025 1.003 0.010 0.457 0.002015 0.001976 0.001995 2.155e+05 4.475e+04 1.301e+05 -6.34 1.941 -2.199 4.009e+05
72600.0 1000 -0.025 1.006 0.010 0.455 0.002015 0.001976 0.001995 2.168e+05 4.437e+04 1.306e+05 -6.359 1.931 -2.214 4.009e+05
72700.0 1000 -0.026 1.009 0.010 0.453 0.002015 0.001976 0.001995 2.18e+05 4.398e+04 1.31e+05 -6.378 1.92 -2.229 4.009e+05
72800.0 1000 -0.026 1.012 0.009 0.451 0.002015 0.001976 0.001995 2.193e+05 4.36e+04 1.315e+05 -6.397 1.909 -2.244 4.009e+05
72900.0 1000 -0.026 1.015 0.009 0.449 0.002015 0.001976 0.001995 2.206e+05 4.322e+04 1.319e+05 -6.416 1.899 -2.259 4.009e+05
73000.0 1000 -0.026 1.018 0.009 0.447 0.002015 0.001976 0.001995 2.219e+05 4.284e+04 1.324e+05 -6.435 1.888 -2.273 4.009e+05
73100.0 1000 -0.026 1.021 0.009 0.445 0.002015 0.001976 0.001995 2.232e+05 4.246e+04 1.328e+05 -6.454 1.878 -2.288 4.009e+05
73200.0 1000 -0.026 1.024 0.009 0.443 0.002015 0.001976 0.001995 2.244e+05 4.209e+04 1.333e+05 -6.473 1.867 -2.303 4.009e+05
73300.0 1000 -0.026 1.026 0.009 0.441 0.002015 0.001976 0.001995 2.257e+05 4.172e+04 1.337e+05 -6.493 1.856 -2.318 4.009e+05
73400.0 1000 -0.026 1.029 0.009 0.439 0.002015 0.001976 0.001995 2.27e+05 4.135e+04 1.342e+05 -6.512 1.846 -2.333 4.009e+05
73500.0 1000 -0.026 1.032 0.009 0.437 0.002015 0.001976 0.001995 2.284e+05 4.098e+04 1.347e+05 -6.531 1.835 -2.348 4.009e+05
73600.0 1000 -0.026 1.035 0.009 0.435 0.002015 0.001976 0.001995 2.297e+05 4.061e+04 1.351e+05 -6.55 1.825 -2.363 4.009e+05
73700.0 1000 -0.026 1.038 0.009 0.433 0.002015 0.001976 0.001995 2.31e+05 4.025e+04 1.356e+05 -6.569 1.814 -2.378 4.009e+05
73800.0 1000 -0.026 1.041 0.009 0.431 0.002015 0.001976 0.001995 2.323e+05 3.989e+04 1.361e+05 -6.588 1.803 -2.392 4.009e+05
73900.0 1000 -0.026 1.044 0.009 0.430 0.002015 0.001976 0.001995 2.336e+05 3.953e+04 1.366e+05 -6.607 1.793 -2.407 4.009e+05
74000.0 1000 -0.026 1.047 0.009 0.428 0.002015 0.001976 0.001995 2.349e+05 3.917e+04 1.37e+05 -6.626 1.782 -2.422 4.009e+05
74100.0 1000 -0.026 1.050 0.009 0.426 0.002015 0.001976 0.001995 2.363e+05 3.881e+04 1.375e+05 -6.646 1.771 -2.437 4.009e+05
74200.0 1000 -0.027 1.053 0.009 0.424 0.002015 0.001976 0.001995 2.376e+05 3.846e+04 1.38e+05 -6.665 1.761 -2.452 4.009e+05
74300.0 1000 -0.027 1.056 0.008 0.422 0.002015 0.001976 0.001995 2.389e+05 3.811e+04 1.385e+05 -6.684 1.75 -2.467 4.009e+05
74400.0 1000 -0.027 1.059 0.008 0.420 0.002015 0.001976 0.001995 2.403e+05 3.776e+04 1.39e+05 -6.703 1.74 -2.482 4.009e+05
74500.0 1000 -0.027 1.062 0.008 0.418 0.002015 0.001976 0.001995 2.416e+05 3.741e+04 1.395e+05 -6.722 1.729 -2.497 4.009e+05
74600.0 1000 -0.027 1.065 0.008 0.416 0.002015 0.001976 0.001995 2.43e+05 3.707e+04 1.4e+05 -6.741 1.718 -2.511 4.009e+05
74700.0 1000 -0.027 1.068 0.008 0.414 0.002015 0.001976 0.001995 2.443e+05 3.673e+04 1.405e+05 -6.76 1.708 -2.526 4.009e+05
74800.0 1000 -0.027 1.071 0.008 0.412 0.002015 0.001976 0.001995 2.457e+05 3.639e+04 1.41e+05 -6.779 1.697 -2.541 4.009e+05
74900.0 1000 -0.027 1.074 0.008 0.410 0.002015 0.001976 0.001995 2.47e+05 3.605e+04 1.415e+05 -6.799 1.687 -2.556 4.009e+05
75000.0 1000 -0.027 1.077 0.008 0.408 0.002015 0.001976 0.001995 2.484e+05 3.571e+04 1.42e+05 -6.818 1.676 -2.571 4.009e+05
75100.0 1000 -0.027 1.080 0.008 0.406 0.002015 0.001976 0.001995 2.497e+05 3.538e+04 1.426e+05 -6.837 1.665 -2.586 4.009e+05
75200.0 1000 -0.027 1.083 0.008 0.404 0.002015 0.001976 0.001995 2.511e+05 3.505e+04 1.431e+05 -6.856 1.655 -2.601 4.009e+05
75300.0 1000 -0.027 1.086 0.008 0.403 0.002015 0.001976 0.001995 2.525e+05 3.472e+04 1.436e+05 -6.875 1.644 -2.615 4.009e+05
75400.0 1000 -0.027 1.089 0.008 0.401 0.002015 0.001976 0.001995 2.539e+05 3.439e+04 1.441e+05 -6.894 1.634 -2.63 4.009e+05
75500.0 1000 -0.027 1.091 0.008 0.399 0.002015 0.001976 0.001995 2.552e+05 3.406e+04 1.447e+05 -6.913 1.623 -2.645 4.009e+05
75600.0 1000 -0.027 1.094 0.008 0.397 0.002015 0.001976 0.001995 2.566e+05 3.374e+04 1.452e+05 -6.932 1.612 -2.66 4.009e+05
75700.0 1000 -0.028 1.097 0.007 0.395 0.002015 0.001976 0.001995 2.58e+05 3.342e+04 1.457e+05 -6.952 1.602 -2.675 4.009e+05
75800.0 1000 -0.028 1.100 0.007 0.393 0.002015 0.001976 0.001995 2.594e+05 3.31e+04 1.463e+05 -6.971 1.591 -2.69 4.009e+05
75900.0 1000 -0.028 1.103 0.007 0.391 0.002015 0.001976 0.001995 2.608e+05 3.278e+04 1.468e+05 -6.99 1.58 -2.705 4.009e+05
76000.0 1000 -0.028 1.106 0.007 0.389 0.002015 0.001976 0.001995 2.622e+05 3.247e+04 1.473e+05 -7.009 1.57 -2.72 4.009e+05
76100.0 1000 -0.028 1.109 0.007 0.387 0.002015 0.001976 0.001995 2.636e+05 3.215e+04 1.479e+05 -7.028 1.559 -2.734 4.009e+05
76200.0 1000 -0.028 1.112 0.007 0.386 0.002015 0.001976 0.001995 2.65e+05 3.184e+04 1.484e+05 -7.047 1.549 -2.749 4.009e+05
76300.0 1000 -0.028 1.115 0.007 0.384 0.002015 0.001976 0.001995 2.664e+05 3.153e+04 1.49e+05 -7.066 1.538 -2.764 4.009e+05
76400.0 1000 -0.028 1.118 0.007 0.382 0.002015 0.001976 0.001995 2.678e+05 3.123e+04 1.495e+05 -7.085 1.527 -2.779 4.009e+05
76500.0 1000 -0.028 1.121 0.007 0.380 0.002015 0.001976 0.001995 2.693e+05 3.092e+04 1.501e+05 -7.105 1.517 -2.794 4.009e+05
76600.0 1000 -0.028 1.124 0.007 0.378 0.002015 0.001976 0.001995 2.707e+05 3.062e+04 1.507e+05 -7.124 1.506 -2.809 4.009e+05
76700.0 1000 -0.028 1.127 0.007 0.376 0.002015 0.001976 0.001995 2.721e+05 3.032e+04 1.512e+05 -7.143 1.496 -2.824 4.009e+05
76800.0 1000 -0.028 1.130 0.007 0.374 0.002015 0.001976 0.001995 2.735e+05 3.002e+04 1.518e+05 -7.162 1.485 -2.838 4.009e+05
76900.0 1000 -0.028 1.133 0.007 0.372 0.002015 0.001976 0.001995 2.75e+05 2.973e+04 1.523e+05 -7.181 1.474 -2.853 4.009e+05
77000.0 1000 -0.028 1.136 0.007 0.371 0.002015 0.001976 0.001995 2.764e+05 2.943e+04 1.529e+05 -7.2 1.464 -2.868 4.009e+05
77100.0 1000 -0.028 1.139 0.006 0.369 0.002015 0.001976 0.001995 2.779e+05 2.914e+04 1.535e+05 -7.219 1.453 -2.883 4.009e+05
77200.0 1000 -0.029 1.142 0.006 0.367 0.002015 0.001976 0.001995 2.793e+05 2.885e+04 1.541e+05 -7.238 1.442 -2.898 4.009e+05
77300.0 1000 -0.029 1.145 0.006 0.365 0.002015 0.001976 0.001995 2.807e+05 2.856e+04 1.547e+05 -7.258 1.432 -2.913 4.009e+05
77400.0 1000 -0.029 1.148 0.006 0.363 0.002015 0.001976 0.001995 2.822e+05 2.828e+04 1.552e+05 -7.277 1.421 -2.928 4.009e+05
77500.0 1000 -0.029 1.151 0.006 0.361 0.002015 0.001976 0.001995 2.837e+05 2.8e+04 1.558e+05 -7.296 1.411 -2.943 4.009e+05
77600.0 1000 -0.029 1.154 0.006 0.360 0.002015 0.001976 0.001995 2.851e+05 2.771e+04 1.564e+05 -7.315 1.4 -2.957 4.009e+05
77700.0 1000 -0.029 1.157 0.006 0.358 0.002015 0.001976 0.001995 2.866e+05 2.744e+04 1.57e+05 -7.334 1.389 -2.972 4.009e+05
77800.0 1000 -0.029 1.160 0.006 0.356 0.002015 0.001976 0.001995 2.881e+05 2.716e+04 1.576e+05 -7.353 1.379 -2.987 4.009e+05
77900.0 1000 -0.029 1.162 0.006 0.354 0.002015 0.001976 0.001995 2.895e+05 2.688e+04 1.582e+05 -7.372 1.368 -3.002 4.009e+05
78000.0 1000 -0.029 1.165 0.006 0.352 0.002015 0.001976 0.001995 2.91e+05 2.661e+04 1.588e+05 -7.391 1.358 -3.017 4.009e+05
78100.0 1000 -0.029 1.168 0.006 0.351 0.002015 0.001976 0.001995 2.925e+05 2.634e+04 1.594e+05 -7.411 1.347 -3.032 4.009e+05
78200.0 1000 -0.029 1.171 0.006 0.349 0.002015 0.001976 0.001995 2.94e+05 2.607e+04 1.6e+05 -7.43 1.336 -3.047 4.009e+05
78300.0 1000 -0.029 1.174 0.006 0.347 0.002015 0.001976 0.001995 2.955e+05 2.581e+04 1.606e+05 -7.449 1.326 -3.062 4.009e+05
78400.0 1000 -0.029 1.177 0.006 0.345 0.002015 0.001976 0.001995 2.969e+05 2.554e+04 1.612e+05 -7.468 1.315 -3.076 4.009e+05
78500.0 1000 -0.029 1.180 0.005 0.344 0.002015 0.001976 0.001995 2.984e+05 2.528e+04 1.619e+05 -7.487 1.305 -3.091 4.009e+05
78600.0 1000 -0.029 1.183 0.005 0.342 0.002015 0.001976 0.001995 2.999e+05 2.502e+04 1.625e+05 -7.506 1.294 -3.106 4.009e+05
78700.0 1000 -0.030 1.186 0.005 0.340 0.002015 0.001976 0.001995 3.014e+05 2.476e+04 1.631e+05 -7.525 1.283 -3.121 4.009e+05
78800.0 1000 -0.030 1.189 0.005 0.338 0.002015 0.001976 0.001995 3.029e+05 2.451e+04 1.637e+05 -7.544 1.273 -3.136 4.009e+05
78900.0 1000 -0.030 1.192 0.005 0.336 0.002015 0.001976 0.001995 3.045e+05 2.425e+04 1.644e+05 -7.558 1.262 -3.148 4.009e+05
79000.0 1000 -0.030 1.195 0.005 0.335 0.002015 0.001976 0.001995 3.06e+05 2.4e+04 1.65e+05 -7.467 1.242 -3.112 4.009e+05
79100.0 1000 -0.030 1.198 0.005 0.333 0.002015 0.001976 0.001995 3.074e+05 2.376e+04 1.656e+05 -6.834 1.182 -2.826 4.009e+05
79200.0 1000 -0.030 1.200 0.005 0.331 0.002015 0.001976 0.001995 3.087e+05 2.353e+04 1.661e+05 -6.079 1.113 -2.483 4.009e+05
79300.0 1000 -0.030 1.203 0.005 0.330 0.002015 0.001976 0.001995 3.098e+05 2.331e+04 1.666e+05 -5.317 1.045 -2.136 4.009e+05
79400.0 1000 -0.030 1.204 0.005 0.328 0.002015 0.001976 0.001995 3.108e+05 2.311e+04 1.67e+05 -4.55 0.9785 -1.786 4.009e+05
79500.0 1000 -0.030 1.206 0.005 0.327 0.002015 0.001976 0.001995 3.117e+05 2.292e+04 1.673e+05 -3.779 0.9129 -1.433 4.009e+05
79600.0 1000 -0.030 1.207 0.005 0.326 0.002015 0.001976 0.001995 3.123e+05 2.275e+04 1.675e+05 -3.004 0.8482 -1.078 4.009e+05
79700.0 1000 -0.030 1.208 0.005 0.325 0.002015 0.001976 0.001995 3.129e+05 2.258e+04 1.677e+05 -2.226 0.7843 -0.7206 4.009e+05
79800.0 1000 -0.030 1.209 0.005 0.324 0.002015 0.001976 0.001995 3.132e+05 2.243e+04 1.678e+05 -1.445 0.7212 -0.362 4.009e+05
79900.0 1000 -0.030 1.210 0.005 0.323 0.002015 0.001976 0.001995 3.134e+05 2.23e+04 1.679e+05 -0.6633 0.6588 -0.00223 4.009e+05
80000.0 1000 -0.030 1.210 0.004 0.322 0.002015 0.001976 0.001995 3.135e+05 2.217e+04 1.678e+05 0.1192 0.5971 0.3582 4.009e+05
80100.0 1000 -0.030 1.209 0.004 0.321 0.002015 0.001976 0.001995 3.134e+05 2.206e+04 1.677e+05 0.9016 0.536 0.7188 4.009e+05
80200.0 1000 -0.030 1.209 0.004 0.320 0.002015 0.001976 0.001995 3.131e+05 2.196e+04 1.675e+05 1.683 0.4754 1.079 4.009e+05
80300.0 1000 -0.030 1.208 0.004 0.319 0.002015 0.001976 0.001995 3.127e+05 2.187e+04 1.673e+05 2.463 0.4153 1.439 4.009e+05
80400.0 1000 -0.030 1.207 0.004 0.319 0.002015 0.001976 0.001995 3.121e+05 2.179e+04 1.67e+05 3.24 0.3556 1.798 4.009e+05
80500.0 1000 -0.030 1.206 0.004 0.318 0.002015 0.001976 0.001995 3.114e+05 2.172e+04 1.666e+05 4.014 0.2963 2.155 4.009e+05
80600.0 1000 -0.030 1.204 0.004 0.318 0.002015 0.001976 0.001995 3.105e+05 2.167e+04 1.661e+05 4.784 0.2373 2.511 4.009e+05
80700.0 1000 -0.030 1.202 0.004 0.318 0.002015 0.001976 0.001995 3.095e+05 2.163e+04 1.656e+05 5.55 0.1785 2.864 4.009e+05
80800.0 1000 -0.030 1.200 0.004 0.318 0.002015 0.001976 0.001995 3.083e+05 2.16e+04 1.65e+05 6.31 0.1198 3.215 4.009e+05
80900.0 1000 -0.030 1.197 0.004 0.317 0.002015 0.001976 0.001995 3.07e+05 2.158e+04 1.643e+05 7.063 0.06135 3.562 4.009e+05
81000.0 1000 -0.030 1.194 0.004 0.317 0.002015 0.001976 0.001995 3.055e+05 2.157e+04 1.635e+05 7.693 0.0111 3.852 4.009e+05
81100.0 1000 -0.030 1.191 0.004 0.317 0.002015 0.001976 0.001995 3.039e+05 2.157e+04 1.628e+05 7.784 -0.001237 3.891 4.009e+05
81200.0 1000 -0.029 1.188 0.004 0.317 0.002015 0.001976 0.001995 3.024e+05 2.157e+04 1.62e+05 7.768 -0.006154 3.881 4.009e+05
81300.0 1000 -0.029 1.185 0.004 0.317 0.002015 0.001976 0.001995 3.008e+05 2.158e+04 1.612e+05 7.748 -0.0107 3.869 4.009e+05
81400.0 1000 -0.029 1.182 0.004 0.317 0.002015 0.001976 0.001995 2.993e+05 2.158e+04 1.604e+05 7.728 -0.01525 3.856 4.009e+05
81500.0 1000 -0.029 1.179 0.004 0.317 0.002015 0.001976 0.001995 2.977e+05 2.158e+04 1.597e+05 7.708 -0.0198 3.844 4.009e+05
81600.0 1000 -0.029 1.176 0.004 0.317 0.002015 0.001976 0.001995 2.962e+05 2.159e+04 1.589e+05 7.687 -0.02435 3.831 4.009e+05
81700.0 1000 -0.029 1.173 0.004 0.317 0.002015 0.001976 0.001995 2.947e+05 2.159e+04 1.581e+05 7.667 -0.02889 3.819 4.009e+05
81800.0 1000 -0.029 1.170 0.004 0.318 0.002015 0.001976 0.001995 2.931e+05 2.16e+04 1.574e+05 7.647 -0.03344 3.807 4.009e+05
81900.0 1000 -0.029 1.167 0.003 0.318 0.002015 0.001976 0.001995 2.916e+05 2.161e+04 1.566e+05 7.626 -0.03799 3.794 4.009e+05
82000.0 1000 -0.029 1.164 0.003 0.318 0.002015 0.001976 0.001995 2.901e+05 2.161e+04 1.559e+05 7.606 -0.04254 3.782 4.009e+05
82100.0 1000 -0.029 1.161 0.003 0.318 0.002015 0.001976 0.001995 2.886e+05 2.162e+04 1.551e+05 7.586 -0.04709 3.769 4.009e+05
82200.0 1000 -0.029 1.158 0.003 0.318 0.002015 0.001976 0.001995 2.871e+05 2.163e+04 1.543e+05 7.565 -0.05163 3.757 4.009e+05
82300.0 1000 -0.029 1.154 0.003 0.318 0.002015 0.001976 0.001995 2.855e+05 2.164e+04 1.536e+05 7.545 -0.05618 3.744 4.009e+05
82400.0 1000 -0.028 1.151 0.003 0.318 0.002015 0.001976 0.001995 2.84e+05 2.165e+04 1.528e+05 7.525 -0.06073 3.732 4.009e+05
82500.0 1000 -0.028 1.148 0.003 0.318 0.002015 0.001976 0.001995 2.825e+05 2.167e+04 1.521e+05 7.505 -0.06528 3.72 4.009e+05
82600.0 1000 -0.028 1.145 0.003 0.318 0.002015 0.001976 0.001995 2.81e+05 2.168e+04 1.514e+05 7.484 -0.06983 3.707 4.009e+05
82700.0 1000 -0.028 1.142 0.003 0.318 0.002015 0.001976 0.001995 2.795e+05 2.17e+04 1.506e+05 7.464 -0.07437 3.695 4.009e+05
82800.0 1000 -0.028 1.139 0.003 0.318 0.002015 0.001976 0.001995 2.781e+05 2.171e+04 1.499e+05 7.444 -0.07892 3.682 4.009e+05
82900.0 1000 -0.028 1.136 0.003 0.318 0.002015 0.001976 0.001995 2.766e+05 2.173e+04 1.491e+05 7.423 -0.08347 3.67 4.009e+05
83000.0 1000 -0.028 1.133 0.003 0.319 0.002015 0.001976 0.001995 2.751e+05 2.174e+04 1.484e+05 7.403 -0.08802 3.658 4.009e+05
83100.0 1000 -0.028 1.130 0.003 0.319 0.002015 0.001976 0.001995 2.736e+05 2.176e+04 1.477e+05 7.383 -0.09256 3.645 4.009e+05
83200.0 1000 -0.028 1.127 0.003 0.319 0.002015 0.001976 0.001995 2.721e+05 2.178e+04 1.47e+05 7.363 -0.09711 3.633 4.009e+05
83300.0 1000 -0.028 1.124 0.003 0.319 0.002015 0.001976 0.001995 2.707e+05 2.18e+04 1.462e+05 7.342 -0.1017 3.62 4.009e+05
83400.0 1000 -0.028 1.121 0.003 0.319 0.002015 0.001976 0.001995 2.692e+05 2.182e+04 1.455e+05 7.322 -0.1062 3.608 4.009e+05
83500.0 1000 -0.028 1.118 0.003 0.319 0.002015 0.001976 0.001995 2.677e+05 2.184e+04 1.448e+05 7.302 -0.1108 3.595 4.009e+05
83600.0 1000 -0.027 1.115 0.003 0.319 0.002015 0.001976 0.001995 2.663e+05 2.187e+04 1.441e+05 7.281 -0.1153 3.583 4.009e+05
83700.0 1000 -0.027 1.112 0.003 0.320 0.002015 0.001976 0.001995 2.648e+05 2.189e+04 1.434e+05 7.261 -0.1199 3.571 4.009e+05
83800.0 1000 -0.027 1.109 0.003 0.320 0.002015 0.001976 0.001995 2.634e+05 2.191e+04 1.426e+05 7.241 -0.1244 3.558 4.009e+05
83900.0 1000 -0.027 1.106 0.002 0.320 0.002015 0.001976 0.001995 2.619e+05 2.194e+04 1.419e+05 7.22 -0.1289 3.546 4.009e+05
84000.0 1000 -0.027 1.103 0.002 0.320 0.002015 0.001976 0.001995 2.605e+05 2.197e+04 1.412e+05 7.2 -0.1335 3.533 4.009e+05
84100.0 1000 -0.027 1.100 0.002 0.320 0.002015 0.001976 0.001995 2.59e+05 2.199e+04 1.405e+05 7.18 -0.138 3.521 4.009e+05
84200.0 1000 -0.027 1.097 0.002 0.321 0.002015 0.001976 0.001995 2.576e+05 2.202e+04 1.398e+05 7.16 -0.1426 3.508 4.009e+05
84300.0 1000 -0.027 1.093 0.002 0.321 0.002015 0.001976 0.001995 2.562e+05 2.205e+04 1.391e+05 7.139 -0.1471 3.496 4.009e+05
84400.0 1000 -0.027 1.090 0.002 0.321 0.002015 0.001976 0.001995 2.548e+05 2.208e+04 1.384e+05 7.119 -0.1517 3.484 4.009e+05
84500.0 1000 -0.027 1.087 0.002 0.321 0.002015 0.001976 0.001995 2.533e+05 2.211e+04 1.377e+05 7.099 -0.1562 3.471 4.009e+05
84600.0 1000 -0.027 1.084 0.002 0.321 0.002015 0.001976 0.001995 2.519e+05 2.214e+04 1.37e+05 7.078 -0.1608 3.459 4.009e+05
84700.0 1000 -0.027 1.081 0.002 0.322 0.002015 0.001976 0.001995 2.505e+05 2.217e+04 1.363e+05 7.058 -0.1653 3.446 4.009e+05
84800.0 1000 -0.026 1.078 0.002 0.322 0.002015 0.001976 0.001995 2.491e+05 2.221e+04 1.356e+05 7.038 -0.1699 3.434 4.009e+05
84900.0 1000 -0.026 1.075 0.002 0.322 0.002015 0.001976 0.001995 2.477e+05 2.224e+04 1.35e+05 7.018 -0.1744 3.422 4.009e+05
85000.0 1000 -0.026 1.072 0.002 0.322 0.002015 0.001976 0.001995 2.463e+05 2.228e+04 1.343e+05 6.997 -0.179 3.409 4.009e+05
85100.0 1000 -0.026 1.069 0.002 0.323 0.002015 0.001976 0.001995 2.449e+05 2.231e+04 1.336e+05 6.977 -0.1835 3.397 4.009e+05
85200.0 1000 -0.026 1.066 0.002 0.323 0.002015 0.001976 0.001995 2.435e+05 2.235e+04 1.329e+05 6.957 -0.1881 3.384 4.009e+05
85300.0 1000 -0.026 1.063 0.002 0.323 0.002015 0.001976 0.001995 2.421e+05 2.239e+04 1.322e+05 6.936 -0.1926 3.372 4.009e+05
85400.0 1000 -0.026 1.060 0.002 0.324 0.002015 0.001976 0.001995 2.407e+05 2.243e+04 1.316e+05 6.916 -0.1972 3.359 4.009e+05
85500.0 1000 -0.026 1.057 0.002 0.324 0.002015 0.001976 0.001995 2.393e+05 2.247e+04 1.309e+05 6.896 -0.2017 3.347 4.009e+05
85600.0 1000 -0.026 1.054 0.002 0.324 0.002015 0.001976 0.001995 2.38e+05 2.251e+04 1.302e+05 6.875 -0.2063 3.335 4.009e+05
85700.0 1000 -0.026 1.051 0.002 0.324 0.002015 0.001976 0.001995 2.366e+05 2.255e+04 1.296e+05 6.855 -0.2108 3.322 4.009e+05
85800.0 1000 -0.026 1.048 0.002 0.325 0.002015 0.001976 0.001995 2.352e+05 2.259e+04 1.289e+05 6.835 -0.2154 3.31 4.009e+05
85900.0 1000 -0.026 1.045 0.002 0.325 0.002015 0.001976 0.001995 2.339e+05 2.264e+04 1.282e+05 6.815 -0.2199 3.297 4.009e+05
86000.0 1000 -0.025 1.042 0.001 0.325 0.002015 0.001976 0.001995 2.325e+05 2.268e+04 1.276e+05 6.794 -0.2245 3.285 4.009e+05
86100.0 1000 -0.025 1.039 0.001 0.326 0.002015 0.001976 0.001995 2.311e+05 2.273e+04 1.269e+05 6.774 -0.229 3.272 4.009e+05
86200.0 1000 -0.025 1.036 0.001 0.326 0.002015 0.001976 0.001995 2.298e+05 2.277e+04 1.263e+05 6.754 -0.2335 3.26 4.009e+05
