# g4beamline profile
#Z N meanX sigmaX meanY sigmaY emitX emitY emitTrans betaX betaY betaTrans alphaX alphaY alphaTrans meanP
#mm - mm mm mm mm mm-rad mm-rad mm-rad mm mm mm - - - MeV/c
238700.0 1000 0.020 0.700 -0.002 0.376 0.002016 0.001974 0.001994 1.049e+05 3.03e+04 6.76e+04 1.505 -0.4285 0.5381 4.009e+05
238800.0 1000 0.020 0.699 -0.002 0.377 0.002016 0.001974 0.001994 1.046e+05 3.039e+04 6.749e+04 1.693 -0.488 0.6026 4.009e+05
238900.0 1000 0.020 0.697 -0.002 0.377 0.002016 0.001974 0.001994 1.042e+05 3.05e+04 6.736e+04 1.88 -0.5478 0.6662 4.009e+05
239000.0 1000 0.020 0.696 -0.002 0.378 0.002016 0.001974 0.001994 1.038e+05 3.061e+04 6.722e+04 2.021 -0.5947 0.713 4.009e+05
239100.0 1000 0.020 0.695 -0.002 0.379 0.002016 0.001974 0.001994 1.034e+05 3.073e+04 6.708e+04 2.035 -0.6047 0.715 4.009e+05
239200.0 1000 0.020 0.693 -0.002 0.379 0.002016 0.001974 0.001994 1.03e+05 3.085e+04 6.694e+04 2.03 -0.6093 0.7106 4.009e+05
239300.0 1000 0.020 0.692 -0.002 0.380 0.002016 0.001974 0.001994 1.026e+05 3.098e+04 6.679e+04 2.025 -0.6137 0.7059 4.009e+05
239400.0 1000 0.019 0.691 -0.002 0.381 0.002016 0.001974 0.001994 1.022e+05 3.11e+04 6.665e+04 2.02 -0.618 0.7012 4.009e+05
239500.0 1000 0.019 0.689 -0.002 0.382 0.002016 0.001974 0.001994 1.018e+05 3.122e+04 6.651e+04 2.015 -0.6224 0.6965 4.009e+05
239600.0 1000 0.019 0.688 -0.002 0.382 0.002016 0.001974 0.001994 1.014e+05 3.135e+04 6.638e+04 2.01 -0.6268 0.6918 4.009e+05
239700.0 1000 0.019 0.687 -0.002 0.383 0.002016 0.001974 0.001994 1.01e+05 3.147e+04 6.624e+04 2.005 -0.6312 0.6871 4.009e+05
239800.0 1000 0.019 0.685 -0.002 0.384 0.002016 0.001974 0.001994 1.006e+05 3.16e+04 6.61e+04 2 -0.6356 0.6825 4.009e+05
239900.0 1000 0.019 0.684 -0.002 0.385 0.002016 0.001974 0.001994 1.002e+05 3.173e+04 6.596e+04 1.995 -0.6399 0.6778 4.009e+05
240000.0 1000 0.019 0.682 -0.002 0.386 0.002016 0.001974 0.001994 9.98e+04 3.186e+04 6.583e+04 1.991 -0.6443 0.6731 4.009e+05
240100.0 1000 0.019 0.681 -0.002 0.386 0.002016 0.001974 0.001994 9.94e+04 3.199e+04 6.569e+04 1.986 -0.6487 0.6684 4.009e+05
240200.0 1000 0.019 0.680 -0.002 0.387 0.002016 0.001974 0.001994 9.901e+04 3.212e+04 6.556e+04 1.981 -0.6531 0.6637 4.009e+05
240300.0 1000 0.019 0.678 -0.001 0.388 0.002016 0.001974 0.001994 9.861e+04 3.225e+04 6.543e+04 1.976 -0.6575 0.659 4.009e+05
240400.0 1000 0.019 0.677 -0.001 0.389 0.002016 0.001974 0.001994 9.822e+04 3.238e+04 6.53e+04 1.971 -0.6618 0.6543 4.009e+05
240500.0 1000 0.019 0.676 -0.001 0.390 0.002016 0.001974 0.001994 9.782e+04 3.251e+04 6.517e+04 1.966 -0.6662 0.6497 4.009e+05
240600.0 1000 0.019 0.674 -0.001 0.390 0.002016 0.001974 0.001994 9.743e+04 3.264e+04 6.504e+04 1.961 -0.6706 0.645 4.009e+05
240700.0 1000 0.019 0.673 -0.001 0.391 0.002016 0.001974 0.001994 9.704e+04 3.278e+04 6.491e+04 1.956 -0.675 0.6403 4.009e+05
240800.0 1000 0.019 0.672 -0.001 0.392 0.002016 0.001974 0.001994 9.665e+04 3.291e+04 6.478e+04 1.951 -0.6794 0.6356 4.009e+05
240900.0 1000 0.019 0.670 -0.001 0.393 0.002016 0.001974 0.001994 9.626e+04 3.305e+04 6.466e+04 1.946 -0.6837 0.6309 4.009e+05
241000.0 1000 0.019 0.669 -0.001 0.394 0.002016 0.001974 0.001994 9.587e+04 3.319e+04 6.453e+04 1.941 -0.6881 0.6262 4.009e+05
241100.0 1000 0.019 0.668 -0.001 0.394 0.002016 0.001974 0.001994 9.548e+04 3.333e+04 6.44e+04 1.936 -0.6925 0.6215 4.009e+05
241200.0 1000 0.019 0.666 -0.001 0.395 0.002016 0.001974 0.001994 9.51e+04 3.347e+04 6.428e+04 1.931 -0.6969 0.6168 4.009e+05
241300.0 1000 0.019 0.665 -0.001 0.396 0.002016 0.001974 0.001994 9.471e+04 3.361e+04 6.416e+04 1.926 -0.7013 0.6122 4.009e+05
241400.0 1000 0.019 0.663 -0.001 0.397 0.002016 0.001974 0.001994 9.433e+04 3.375e+04 6.404e+04 1.921 -0.7056 0.6075 4.009e+05
241500.0 1000 0.019 0.662 -0.001 0.398 0.002016 0.001974 0.001994 9.394e+04 3.389e+04 6.392e+04 1.916 -0.71 0.6028 4.009e+05
241600.0 1000 0.019 0.661 -0.001 0.399 0.002016 0.001974 0.001994 9.356e+04 3.403e+04 6.38e+04 1.911 -0.7144 0.5981 4.009e+05
241700.0 1000 0.019 0.659 -0.001 0.399 0.002016 0.001974 0.001994 9.318e+04 3.417e+04 6.368e+04 1.906 -0.7188 0.5934 4.009e+05
241800.0 1000 0.019 0.658 -0.001 0.400 0.002016 0.001974 0.001994 9.28e+04 3.432e+04 6.356e+04 1.901 -0.7232 0.5887 4.009e+05
241900.0 1000 0.019 0.657 -0.001 0.401 0.002016 0.001974 0.001994 9.242e+04 3.446e+04 6.344e+04 1.896 -0.7275 0.584 4.009e+05
242000.0 1000 0.019 0.655 -0.001 0.402 0.002016 0.001974 0.001994 9.204e+04 3.461e+04 6.332e+04 1.891 -0.7319 0.5794 4.009e+05
242100.0 1000 0.019 0.654 -0.001 0.403 0.002016 0.001974 0.001994 9.166e+04 3.476e+04 6.321e+04 1.886 -0.7363 0.5747 4.009e+05
242200.0 1000 0.019 0.653 -0.001 0.404 0.002016 0.001974 0.001994 9.129e+04 3.49e+04 6.309e+04 1.881 -0.7407 0.57 4.009e+05
242300.0 1000 0.019 0.651 -0.001 0.404 0.002016 0.001974 0.001994 9.091e+04 3.505e+04 6.298e+04 1.876 -0.7451 0.5653 4.009e+05
242400.0 1000 0.019 0.650 -0.001 0.405 0.002016 0.001974 0.001994 9.054e+04 3.52e+04 6.287e+04 1.871 -0.7494 0.5606 4.009e+05
242500.0 1000 0.019 0.649 -0.001 0.406 0.002016 0.001974 0.001994 9.016e+04 3.535e+04 6.276e+04 1.866 -0.7538 0.5559 4.009e+05
242600.0 1000 0.018 0.647 -0.001 0.407 0.002016 0.001974 0.001994 8.979e+04 3.55e+04 6.265e+04 1.861 -0.7582 0.5512 4.009e+05
242700.0 1000 0.018 0.646 -0.001 0.408 0.002016 0.001974 0.001994 8.942e+04 3.565e+04 6.254e+04 1.856 -0.7626 0.5465 4.009e+05
242800.0 1000 0.018 0.645 -0.001 0.409 0.002016 0.001974 0.001994 8.905e+04 3.581e+04 6.243e+04 1.851 -0.767 0.5419 4.009e+05
242900.0 1000 0.018 0.643 -0.000 0.410 0.002016 0.001974 0.001994 8.868e+04 3.596e+04 6.232e+04 1.846 -0.7713 0.5372 4.009e+05
243000.0 1000 0.018 0.642 -0.000 0.411 0.002016 0.001974 0.001994 8.831e+04 3.612e+04 6.221e+04 1.841 -0.7757 0.5325 4.009e+05
243100.0 1000 0.018 0.641 -0.000 0.411 0.002016 0.001974 0.001994 8.794e+04 3.627e+04 6.211e+04 1.836 -0.7801 0.5278 4.009e+05
243200.0 1000 0.018 0.639 -0.000 0.412 0.002016 0.001974 0.001994 8.757e+04 3.643e+04 6.2e+04 1.831 -0.7845 0.5231 4.009e+05
243300.0 1000 0.018 0.638 -0.000 0.413 0.002016 0.001974 0.001994 8.721e+04 3.659e+04 6.19e+04 1.826 -0.7889 0.5184 4.009e+05
243400.0 1000 0.018 0.637 -0.000 0.414 0.002016 0.001974 0.001994 8.684e+04 3.674e+04 6.179e+04 1.821 -0.7932 0.5137 4.009e+05
243500.0 1000 0.018 0.635 -0.000 0.415 0.002016 0.001974 0.001994 8.648e+04 3.69e+04 6.169e+04 1.816 -0.7976 0.5091 4.009e+05
243600.0 1000 0.018 0.634 -0.000 0.416 0.002016 0.001974 0.001994 8.612e+04 3.706e+04 6.159e+04 1.811 -0.802 0.5044 4.009e+05
243700.0 1000 0.018 0.633 -0.000 0.417 0.002016 0.001974 0.001994 8.576e+04 3.722e+04 6.149e+04 1.806 -0.8064 0.4997 4.009e+05
243800.0 1000 0.018 0.631 -0.000 0.418 0.002016 0.001974 0.001994 8.54e+04 3.739e+04 6.139e+04 1.801 -0.8108 0.495 4.009e+05
243900.0 1000 0.018 0.630 -0.000 0.419 0.002016 0.001974 0.001994 8.504e+04 3.755e+04 6.129e+04 1.796 -0.8151 0.4903 4.009e+05
244000.0 1000 0.018 0.629 -0.000 0.420 0.002016 0.001974 0.001994 8.468e+04 3.771e+04 6.119e+04 1.791 -0.8195 0.4856 4.009e+05
244100.0 1000 0.018 0.627 0.000 0.420 0.002016 0.001974 0.001994 8.432e+04 3.788e+04 6.11e+04 1.786 -0.8239 0.4809 4.009e+05
244200.0 1000 0.018 0.626 0.000 0.421 0.002016 0.001974 0.001994 8.396e+04 3.804e+04 6.1e+04 1.781 -0.8283 0.4762 4.009e+05
244300.0 1000 0.018 0.625 0.000 0.422 0.002016 0.001974 0.001994 8.361e+04 3.821e+04 6.091e+04 1.776 -0.8327 0.4716 4.009e+05
244400.0 1000 0.018 0.623 0.000 0.423 0.002016 0.001974 0.001994 8.325e+04 3.837e+04 6.081e+04 1.771 -0.837 0.4669 4.009e+05
244500.0 1000 0.018 0.622 0.000 0.424 0.002016 0.001974 0.001994 8.29e+04 3.854e+04 6.072e+04 1.766 -0.8414 0.4622 4.009e+05
244600.0 1000 0.018 0.621 0.000 0.425 0.002016 0.001974 0.001994 8.255e+04 3.871e+04 6.063e+04 1.761 -0.8458 0.4575 4.009e+05
244700.0 1000 0.018 0.619 0.000 0.426 0.002016 0.001974 0.001994 8.219e+04 3.888e+04 6.054e+04 1.756 -0.8502 0.4528 4.009e+05
244800.0 1000 0.018 0.618 0.000 0.427 0.002016 0.001974 0.001994 8.184e+04 3.905e+04 6.045e+04 1.751 -0.8546 0.4481 4.009e+05
244900.0 1000 0.018 0.617 0.000 0.428 0.002016 0.001974 0.001994 8.149e+04 3.922e+04 6.036e+04 1.746 -0.8589 0.4434 4.009e+05
245000.0 1000 0.018 0.615 0.000 0.429 0.002016 0.001974 0.001994 8.115e+04 3.939e+04 6.027e+04 1.741 -0.8633 0.4388 4.009e+05
245100.0 1000 0.018 0.614 0.000 0.430 0.002016 0.001974 0.001994 8.08e+04 3.957e+04 6.018e+04 1.736 -0.8677 0.4341 4.009e+05
245200.0 1000 0.018 0.613 0.000 0.431 0.002016 0.001974 0.001994 8.045e+04 3.974e+04 6.01e+04 1.731 -0.8721 0.4294 4.009e+05
245300.0 1000 0.018 0.611 0.000 0.432 0.002016 0.001974 0.001994 8.011e+04 3.992e+04 6.001e+04 1.726 -0.8765 0.4247 4.009e+05
245400.0 1000 0.018 0.610 0.001 0.433 0.002016 0.001974 0.001994 7.976e+04 4.009e+04 5.993e+04 1.721 -0.8808 0.42 4.009e+05
245500.0 1000 0.018 0.609 0.001 0.434 0.002016 0.001974 0.001994 7.942e+04 4.027e+04 5.984e+04 1.716 -0.8852 0.4153 4.009e+05
245600.0 1000 0.018 0.607 0.001 0.434 0.002016 0.001974 0.001994 7.907e+04 4.045e+04 5.976e+04 1.711 -0.8896 0.4106 4.009e+05
245700.0 1000 0.018 0.606 0.001 0.435 0.002016 0.001974 0.001994 7.873e+04 4.062e+04 5.968e+04 1.706 -0.894 0.4059 4.009e+05
245800.0 1000 0.018 0.605 0.001 0.436 0.002016 0.001974 0.001994 7.839e+04 4.08e+04 5.96e+04 1.701 -0.8984 0.4013 4.009e+05
245900.0 1000 0.017 0.604 0.001 0.437 0.002016 0.001974 0.001994 7.805e+04 4.098e+04 5.952e+04 1.696 -0.9027 0.3966 4.009e+05
246000.0 1000 0.017 0.602 0.001 0.438 0.002016 0.001974 0.001994 7.771e+04 4.116e+04 5.944e+04 1.691 -0.9071 0.3919 4.009e+05
246100.0 1000 0.017 0.601 0.001 0.439 0.002016 0.001974 0.001994 7.738e+04 4.135e+04 5.936e+04 1.686 -0.9115 0.3872 4.009e+05
246200.0 1000 0.017 0.600 0.001 0.440 0.002016 0.001974 0.001994 7.704e+04 4.153e+04 5.928e+04 1.681 -0.9159 0.3825 4.009e+05
246300.0 1000 0.017 0.598 0.001 0.441 0.002016 0.001974 0.001994 7.67e+04 4.171e+04 5.921e+04 1.676 -0.9203 0.3778 4.009e+05
246400.0 1000 0.017 0.597 0.001 0.442 0.002016 0.001974 0.001994 7.637e+04 4.19e+04 5.913e+04 1.671 -0.9246 0.3731 4.009e+05
246500.0 1000 0.017 0.596 0.001 0.443 0.002016 0.001974 0.001994 7.604e+04 4.208e+04 5.906e+04 1.666 -0.929 0.3685 4.009e+05
246600.0 1000 0.017 0.594 0.001 0.444 0.002016 0.001974 0.001994 7.57e+04 4.227e+04 5.899e+04 1.661 -0.9334 0.3638 4.009e+05
246700.0 1000 0.017 0.593 0.001 0.445 0.002016 0.001974 0.001994 7.537e+04 4.246e+04 5.891e+04 1.656 -0.9378 0.3591 4.009e+05
246800.0 1000 0.017 0.592 0.001 0.446 0.002016 0.001974 0.001994 7.504e+04 4.264e+04 5.884e+04 1.651 -0.9422 0.3544 4.009e+05
246900.0 1000 0.017 0.590 0.001 0.447 0.002016 0.001974 0.001994 7.471e+04 4.283e+04 5.877e+04 1.646 -0.9465 0.3497 4.009e+05
247000.0 1000 0.017 0.589 0.001 0.448 0.002016 0.001974 0.001994 7.438e+04 4.302e+04 5.87e+04 1.641 -0.9509 0.345 4.009e+05
247100.0 1000 0.017 0.588 0.001 0.449 0.002016 0.001974 0.001994 7.405e+04 4.321e+04 5.863e+04 1.636 -0.9553 0.3403 4.009e+05
247200.0 1000 0.017 0.587 0.001 0.450 0.002016 0.001974 0.001994 7.373e+04 4.34e+04 5.857e+04 1.631 -0.9597 0.3356 4.009e+05
247300.0 1000 0.017 0.585 0.001 0.451 0.002016 0.001974 0.001994 7.34e+04 4.36e+04 5.85e+04 1.626 -0.9641 0.331 4.009e+05
247400.0 1000 0.017 0.584 0.001 0.452 0.002016 0.001974 0.001994 7.308e+04 4.379e+04 5.843e+04 1.621 -0.9684 0.3263 4.009e+05
247500.0 1000 0.017 0.583 0.001 0.453 0.002016 0.001974 0.001994 7.275e+04 4.398e+04 5.837e+04 1.616 -0.9728 0.3216 4.009e+05
247600.0 1000 0.017 0.581 0.001 0.454 0.002016 0.001974 0.001994 7.243e+04 4.418e+04 5.831e+04 1.611 -0.9772 0.3169 4.009e+05
247700.0 1000 0.017 0.580 0.001 0.455 0.002016 0.001974 0.001994 7.211e+04 4.438e+04 5.824e+04 1.606 -0.9816 0.3122 4.009e+05
247800.0 1000 0.017 0.579 0.001 0.456 0.002016 0.001974 0.001994 7.179e+04 4.457e+04 5.818e+04 1.601 -0.986 0.3075 4.009e+05
247900.0 1000 0.017 0.578 0.001 0.457 0.002016 0.001974 0.001994 7.147e+04 4.477e+04 5.812e+04 1.596 -0.9903 0.3028 4.009e+05
248000.0 1000 0.017 0.576 0.002 0.458 0.002016 0.001974 0.001994 7.115e+04 4.497e+04 5.806e+04 1.591 -0.9947 0.2982 4.009e+05
248100.0 1000 0.017 0.575 0.002 0.459 0.002016 0.001974 0.001994 7.083e+04 4.517e+04 5.8e+04 1.586 -0.9991 0.2935 4.009e+05
248200.0 1000 0.017 0.574 0.002 0.460 0.002016 0.001974 0.001994 7.052e+04 4.537e+04 5.794e+04 1.581 -1.003 0.2888 4.009e+05
248300.0 1000 0.017 0.572 0.002 0.461 0.002016 0.001974 0.001994 7.02e+04 4.557e+04 5.788e+04 1.576 -1.008 0.2841 4.009e+05
248400.0 1000 0.017 0.571 0.002 0.462 0.002016 0.001974 0.001994 6.989e+04 4.577e+04 5.783e+04 1.571 -1.012 0.2794 4.009e+05
248500.0 1000 0.017 0.570 0.002 0.463 0.002016 0.001974 0.001994 6.957e+04 4.597e+04 5.777e+04 1.566 -1.017 0.2747 4.009e+05
248600.0 1000 0.017 0.569 0.002 0.464 0.002016 0.001974 0.001994 6.926e+04 4.618e+04 5.772e+04 1.561 -1.021 0.27 4.009e+05
248700.0 1000 0.017 0.567 0.002 0.465 0.002016 0.001974 0.001994 6.895e+04 4.638e+04 5.766e+04 1.556 -1.025 0.2653 4.009e+05
248800.0 1000 0.017 0.566 0.002 0.466 0.002016 0.001974 0.001994 6.864e+04 4.659e+04 5.761e+04 1.551 -1.03 0.2607 4.009e+05
248900.0 1000 0.017 0.565 0.002 0.467 0.002016 0.001974 0.001994 6.833e+04 4.679e+04 5.756e+04 1.546 -1.034 0.256 4.009e+05
249000.0 1000 0.017 0.563 0.002 0.468 0.002016 0.001974 0.001994 6.802e+04 4.7e+04 5.751e+04 1.541 -1.039 0.2513 4.009e+05
249100.0 1000 0.017 0.562 0.002 0.469 0.002016 0.001974 0.001994 6.771e+04 4.721e+04 5.746e+04 1.536 -1.043 0.2466 4.009e+05
249200.0 1000 0.016 0.561 0.002 0.470 0.002016 0.001974 0.001994 6.74e+04 4.742e+04 5.741e+04 1.531 -1.047 0.2419 4.009e+05
249300.0 1000 0.016 0.560 0.002 0.471 0.002016 0.001974 0.001994 6.71e+04 4.763e+04 5.736e+04 1.526 -1.052 0.2372 4.009e+05
249400.0 1000 0.016 0.558 0.002 0.473 0.002016 0.001974 0.001994 6.679e+04 4.784e+04 5.732e+04 1.521 -1.056 0.2325 4.009e+05
249500.0 1000 0.016 0.557 0.002 0.474 0.002016 0.001974 0.001994 6.649e+04 4.805e+04 5.727e+04 1.516 -1.06 0.2279 4.009e+05
249600.0 1000 0.016 0.556 0.002 0.475 0.002016 0.001974 0.001994 6.619e+04 4.826e+04 5.722e+04 1.511 -1.065 0.2232 4.009e+05
249700.0 1000 0.016 0.555 0.002 0.476 0.002016 0.001974 0.001994 6.588e+04 4.848e+04 5.718e+04 1.506 -1.069 0.2185 4.009e+05
249800.0 1000 0.016 0.553 0.002 0.477 0.002016 0.001974 0.001994 6.558e+04 4.869e+04 5.714e+04 1.501 -1.074 0.2138 4.009e+05
249900.0 1000 0.016 0.552 0.002 0.478 0.002016 0.001974 0.001994 6.528e+04 4.891e+04 5.71e+04 1.496 -1.078 0.2091 4.009e+05
250000.0 1000 0.016 0.551 0.002 0.479 0.002016 0.001974 0.001994 6.499e+04 4.912e+04 5.705e+04 1.491 -1.082 0.2044 4.009e+05
250100.0 1000 0.016 0.549 0.002 0.480 0.002016 0.001974 0.001994 6.469e+04 4.934e+04 5.701e+04 1.486 -1.087 0.1997 4.009e+05
250200.0 1000 0.016 0.548 0.002 0.481 0.002016 0.001974 0.001994 6.439e+04 4.956e+04 5.697e+04 1.481 -1.091 0.195 4.009e+05
250300.0 1000 0.016 0.547 0.002 0.482 0.002016 0.001974 0.001994 6.41e+04 4.978e+04 5.694e+04 1.476 -1.095 0.1904 4.009e+05
250400.0 1000 0.016 0.546 0.002 0.483 0.002016 0.001974 0.001994 6.38e+04 5e+04 5.69e+04 1.471 -1.1 0.1857 4.009e+05
250500.0 1000 0.016 0.544 0.003 0.484 0.002016 0.001974 0.001994 6.351e+04 5.022e+04 5.686e+04 1.466 -1.104 0.181 4.009e+05
250600.0 1000 0.016 0.543 0.003 0.485 0.002016 0.001974 0.001994 6.321e+04 5.044e+04 5.683e+04 1.461 -1.109 0.1763 4.009e+05
250700.0 1000 0.016 0.542 0.003 0.486 0.002016 0.001974 0.001994 6.292e+04 5.066e+04 5.679e+04 1.456 -1.113 0.1716 4.009e+05
250800.0 1000 0.016 0.541 0.003 0.487 0.002016 0.001974 0.001994 6.263e+04 5.088e+04 5.676e+04 1.451 -1.117 0.1669 4.009e+05
250900.0 1000 0.016 0.539 0.003 0.488 0.002016 0.001974 0.001994 6.234e+04 5.111e+04 5.672e+04 1.446 -1.122 0.1622 4.009e+05
251000.0 1000 0.016 0.538 0.003 0.489 0.002016 0.001974 0.001994 6.205e+04 5.133e+04 5.669e+04 1.441 -1.126 0.1576 4.009e+05
251100.0 1000 0.016 0.537 0.003 0.491 0.002016 0.001974 0.001994 6.177e+04 5.156e+04 5.666e+04 1.436 -1.13 0.1529 4.009e+05
251200.0 1000 0.016 0.536 0.003 0.492 0.002016 0.001974 0.001994 6.148e+04 5.178e+04 5.663e+04 1.431 -1.135 0.1482 4.009e+05
251300.0 1000 0.016 0.534 0.003 0.493 0.002016 0.001974 0.001994 6.119e+04 5.201e+04 5.66e+04 1.426 -1.139 0.1435 4.009e+05
251400.0 1000 0.016 0.533 0.003 0.494 0.002016 0.001974 0.001994 6.091e+04 5.224e+04 5.657e+04 1.421 -1.144 0.1388 4.009e+05
251500.0 1000 0.016 0.532 0.003 0.495 0.002016 0.001974 0.001994 6.062e+04 5.247e+04 5.655e+04 1.416 -1.148 0.1341 4.009e+05
251600.0 1000 0.016 0.531 0.003 0.496 0.002016 0.001974 0.001994 6.034e+04 5.27e+04 5.652e+04 1.411 -1.152 0.1294 4.009e+05
251700.0 1000 0.016 0.529 0.003 0.497 0.002016 0.001974 0.001994 6.006e+04 5.293e+04 5.649e+04 1.406 -1.157 0.1247 4.009e+05
251800.0 1000 0.016 0.528 0.003 0.498 0.002016 0.001974 0.001994 5.978e+04 5.316e+04 5.647e+04 1.401 -1.161 0.1201 4.009e+05
251900.0 1000 0.016 0.527 0.003 0.499 0.002016 0.001974 0.001994 5.95e+04 5.339e+04 5.645e+04 1.396 -1.166 0.1154 4.009e+05
252000.0 1000 0.016 0.526 0.003 0.500 0.002016 0.001974 0.001994 5.922e+04 5.363e+04 5.642e+04 1.391 -1.17 0.1107 4.009e+05
252100.0 1000 0.016 0.524 0.003 0.501 0.002016 0.001974 0.001994 5.894e+04 5.386e+04 5.64e+04 1.386 -1.174 0.106 4.009e+05
252200.0 1000 0.016 0.523 0.003 0.502 0.002016 0.001974 0.001994 5.867e+04 5.41e+04 5.638e+04 1.381 -1.179 0.1013 4.009e+05
252300.0 1000 0.016 0.522 0.003 0.504 0.002016 0.001974 0.001994 5.839e+04 5.433e+04 5.636e+04 1.376 -1.183 0.09663 4.009e+05
252400.0 1000 0.015 0.521 0.003 0.505 0.002016 0.001974 0.001994 5.812e+04 5.457e+04 5.634e+04 1.371 -1.187 0.09194 4.009e+05
252500.0 1000 0.015 0.520 0.003 0.506 0.002016 0.001974 0.001994 5.784e+04 5.481e+04 5.632e+04 1.366 -1.192 0.08725 4.009e+05
252600.0 1000 0.015 0.518 0.003 0.507 0.002016 0.001974 0.001994 5.757e+04 5.505e+04 5.631e+04 1.361 -1.196 0.08257 4.009e+05
252700.0 1000 0.015 0.517 0.003 0.508 0.002016 0.001974 0.001994 5.73e+04 5.529e+04 5.629e+04 1.356 -1.201 0.07788 4.009e+05
252800.0 1000 0.015 0.516 0.003 0.509 0.002016 0.001974 0.001994 5.703e+04 5.553e+04 5.628e+04 1.351 -1.205 0.07319 4.009e+05
252900.0 1000 0.015 0.515 0.003 0.510 0.002016 0.001974 0.001994 5.676e+04 5.577e+04 5.626e+04 1.346 -1.209 0.06851 4.009e+05
253000.0 1000 0.015 0.513 0.003 0.511 0.002016 0.001974 0.001994 5.649e+04 5.601e+04 5.625e+04 1.341 -1.214 0.06382 4.009e+05
253100.0 1000 0.015 0.512 0.004 0.512 0.002016 0.001974 0.001994 5.622e+04 5.625e+04 5.624e+04 1.336 -1.218 0.05913 4.009e+05
253200.0 1000 0.015 0.511 0.004 0.513 0.002016 0.001974 0.001994 5.595e+04 5.65e+04 5.623e+04 1.331 -1.222 0.05445 4.009e+05
253300.0 1000 0.015 0.510 0.004 0.515 0.002016 0.001974 0.001994 5.569e+04 5.674e+04 5.622e+04 1.326 -1.227 0.04976 4.009e+05
253400.0 1000 0.015 0.509 0.004 0.516 0.002016 0.001974 0.001994 5.542e+04 5.699e+04 5.621e+04 1.321 -1.231 0.04507 4.009e+05
253500.0 1000 0.015 0.507 0.004 0.517 0.002016 0.001974 0.001994 5.516e+04 5.723e+04 5.62e+04 1.316 -1.236 0.04039 4.009e+05
253600.0 1000 0.015 0.506 0.004 0.518 0.002016 0.001974 0.001994 5.49e+04 5.748e+04 5.619e+04 1.311 -1.24 0.0357 4.009e+05
253700.0 1000 0.015 0.505 0.004 0.519 0.002016 0.001974 0.001994 5.463e+04 5.773e+04 5.618e+04 1.306 -1.244 0.03101 4.009e+05
253800.0 1000 0.015 0.504 0.004 0.520 0.002016 0.001974 0.001994 5.437e+04 5.798e+04 5.618e+04 1.301 -1.249 0.02633 4.009e+05
253900.0 1000 0.015 0.503 0.004 0.521 0.002016 0.001974 0.001994 5.411e+04 5.823e+04 5.617e+04 1.296 -1.253 0.02164 4.009e+05
254000.0 1000 0.015 0.501 0.004 0.522 0.002016 0.001974 0.001994 5.386e+04 5.848e+04 5.617e+04 1.291 -1.258 0.01695 4.009e+05
254100.0 1000 0.015 0.500 0.004 0.524 0.002016 0.001974 0.001994 5.36e+04 5.873e+04 5.617e+04 1.286 -1.262 0.01227 4.009e+05
254200.0 1000 0.015 0.499 0.004 0.525 0.002016 0.001974 0.001994 5.334e+04 5.899e+04 5.616e+04 1.281 -1.266 0.007579 4.009e+05
254300.0 1000 0.015 0.498 0.004 0.526 0.002016 0.001974 0.001994 5.309e+04 5.924e+04 5.616e+04 1.276 -1.271 0.002893 4.009e+05
254400.0 1000 0.015 0.497 0.004 0.527 0.002016 0.001974 0.001994 5.283e+04 5.949e+04 5.616e+04 1.271 -1.275 -0.001794 4.009e+05
254500.0 1000 0.015 0.495 0.004 0.528 0.002016 0.001974 0.001994 5.258e+04 5.975e+04 5.616e+04 1.266 -1.279 -0.006481 4.009e+05
254600.0 1000 0.015 0.494 0.004 0.529 0.002016 0.001974 0.001994 5.232e+04 6.001e+04 5.616e+04 1.261 -1.284 -0.01117 4.009e+05
254700.0 1000 0.015 0.493 0.004 0.530 0.002016 0.001974 0.001994 5.207e+04 6.026e+04 5.617e+04 1.256 -1.288 -0.01585 4.009e+05
254800.0 1000 0.015 0.492 0.004 0.531 0.002016 0.001974 0.001994 5.182e+04 6.052e+04 5.617e+04 1.251 -1.293 -0.02054 4.009e+05
254900.0 1000 0.015 0.491 0.004 0.533 0.002016 0.001974 0.001994 5.157e+04 6.078e+04 5.618e+04 1.246 -1.297 -0.02523 4.009e+05
255000.0 1000 0.015 0.489 0.004 0.534 0.002016 0.001974 0.001994 5.132e+04 6.104e+04 5.618e+04 1.241 -1.301 -0.02991 4.009e+05
255100.0 1000 0.015 0.488 0.004 0.535 0.002016 0.001974 0.001994 5.107e+04 6.13e+04 5.619e+04 1.236 -1.306 -0.0346 4.009e+05
255200.0 1000 0.015 0.487 0.004 0.536 0.002016 0.001974 0.001994 5.083e+04 6.156e+04 5.62e+04 1.231 -1.31 -0.03929 4.009e+05
255300.0 1000 0.015 0.486 0.004 0.537 0.002016 0.001974 0.001994 5.058e+04 6.183e+04 5.62e+04 1.226 -1.314 -0.04397 4.009e+05
255400.0 1000 0.015 0.485 0.004 0.538 0.002016 0.001974 0.001994 5.034e+04 6.209e+04 5.621e+04 1.221 -1.319 -0.04866 4.009e+05
255500.0 1000 0.015 0.484 0.004 0.539 0.002016 0.001974 0.001994 5.009e+04 6.235e+04 5.622e+04 1.217 -1.323 -0.05335 4.009e+05
