# g4beamline profile
#Z N meanX sigmaX meanY sigmaY emitX emitY emitTrans betaX betaY betaTrans alphaX alphaY alphaTrans meanP
#mm - mm mm mm mm mm-rad mm-rad mm-rad mm mm mm - - - MeV/c
102500.0 1000 -0.015 0.491 -0.002 0.532 0.002016 0.001974 0.001994 5.169e+04 6.054e+04 5.612e+04 -1.157 1.453 0.1481 4.009e+05
102600.0 1000 -0.015 0.492 -0.002 0.530 0.002016 0.001974 0.001994 5.192e+04 6.025e+04 5.609e+04 -1.161 1.448 0.1432 4.009e+05
102700.0 1000 -0.015 0.493 -0.002 0.529 0.002016 0.001974 0.001994 5.215e+04 5.996e+04 5.606e+04 -1.166 1.443 0.1384 4.009e+05
102800.0 1000 -0.015 0.494 -0.002 0.528 0.002016 0.001974 0.001994 5.239e+04 5.968e+04 5.603e+04 -1.171 1.438 0.1336 4.009e+05
102900.0 1000 -0.015 0.496 -0.002 0.526 0.002016 0.001974 0.001994 5.262e+04 5.939e+04 5.6e+04 -1.175 1.433 0.1287 4.009e+05
103000.0 1000 -0.015 0.497 -0.002 0.525 0.002016 0.001974 0.001994 5.286e+04 5.91e+04 5.598e+04 -1.18 1.427 0.1239 4.009e+05
103100.0 1000 -0.015 0.498 -0.002 0.524 0.002016 0.001974 0.001994 5.309e+04 5.882e+04 5.596e+04 -1.184 1.422 0.1191 4.009e+05
103200.0 1000 -0.015 0.499 -0.002 0.523 0.002016 0.001974 0.001994 5.333e+04 5.853e+04 5.593e+04 -1.189 1.417 0.1142 4.009e+05
103300.0 1000 -0.015 0.500 -0.002 0.521 0.002016 0.001974 0.001994 5.357e+04 5.825e+04 5.591e+04 -1.193 1.412 0.1094 4.009e+05
103400.0 1000 -0.015 0.501 -0.002 0.520 0.002016 0.001974 0.001994 5.381e+04 5.797e+04 5.589e+04 -1.198 1.407 0.1046 4.009e+05
103500.0 1000 -0.015 0.502 -0.002 0.519 0.002016 0.001974 0.001994 5.405e+04 5.769e+04 5.587e+04 -1.203 1.402 0.09972 4.009e+05
103600.0 1000 -0.015 0.503 -0.002 0.518 0.002016 0.001974 0.001994 5.429e+04 5.741e+04 5.585e+04 -1.207 1.397 0.09488 4.009e+05
103700.0 1000 -0.015 0.504 -0.002 0.516 0.002016 0.001974 0.001994 5.453e+04 5.713e+04 5.583e+04 -1.212 1.392 0.09005 4.009e+05
103800.0 1000 -0.015 0.506 -0.002 0.515 0.002016 0.001974 0.001994 5.477e+04 5.685e+04 5.581e+04 -1.216 1.387 0.08521 4.009e+05
103900.0 1000 -0.015 0.507 -0.002 0.514 0.002016 0.001974 0.001994 5.502e+04 5.657e+04 5.58e+04 -1.221 1.382 0.08038 4.009e+05
104000.0 1000 -0.015 0.508 -0.002 0.513 0.002016 0.001974 0.001994 5.526e+04 5.63e+04 5.578e+04 -1.225 1.376 0.07554 4.009e+05
104100.0 1000 -0.015 0.509 -0.002 0.511 0.002016 0.001974 0.001994 5.551e+04 5.602e+04 5.577e+04 -1.23 1.371 0.07071 4.009e+05
104200.0 1000 -0.015 0.510 -0.002 0.510 0.002016 0.001974 0.001994 5.575e+04 5.575e+04 5.575e+04 -1.234 1.366 0.06587 4.009e+05
104300.0 1000 -0.015 0.511 -0.002 0.509 0.002016 0.001974 0.001994 5.6e+04 5.548e+04 5.574e+04 -1.239 1.361 0.06103 4.009e+05
104400.0 1000 -0.016 0.512 -0.002 0.508 0.002016 0.001974 0.001994 5.625e+04 5.521e+04 5.573e+04 -1.244 1.356 0.0562 4.009e+05
104500.0 1000 -0.016 0.513 -0.002 0.506 0.002016 0.001974 0.001994 5.65e+04 5.493e+04 5.572e+04 -1.248 1.351 0.05136 4.009e+05
104600.0 1000 -0.016 0.515 -0.002 0.505 0.002016 0.001974 0.001994 5.675e+04 5.466e+04 5.571e+04 -1.253 1.346 0.04653 4.009e+05
104700.0 1000 -0.016 0.516 -0.002 0.504 0.002016 0.001974 0.001994 5.7e+04 5.44e+04 5.57e+04 -1.257 1.341 0.04169 4.009e+05
104800.0 1000 -0.016 0.517 -0.002 0.503 0.002016 0.001974 0.001994 5.725e+04 5.413e+04 5.569e+04 -1.262 1.336 0.03685 4.009e+05
104900.0 1000 -0.016 0.518 -0.003 0.501 0.002016 0.001974 0.001994 5.75e+04 5.386e+04 5.568e+04 -1.266 1.33 0.03202 4.009e+05
105000.0 1000 -0.016 0.519 -0.003 0.500 0.002016 0.001974 0.001994 5.776e+04 5.36e+04 5.568e+04 -1.271 1.325 0.02718 4.009e+05
105100.0 1000 -0.016 0.520 -0.003 0.499 0.002016 0.001974 0.001994 5.801e+04 5.333e+04 5.567e+04 -1.276 1.32 0.02235 4.009e+05
105200.0 1000 -0.016 0.521 -0.003 0.498 0.002016 0.001974 0.001994 5.827e+04 5.307e+04 5.567e+04 -1.28 1.315 0.01751 4.009e+05
105300.0 1000 -0.016 0.523 -0.003 0.496 0.002016 0.001974 0.001994 5.853e+04 5.281e+04 5.567e+04 -1.285 1.31 0.01268 4.009e+05
105400.0 1000 -0.016 0.524 -0.003 0.495 0.002016 0.001974 0.001994 5.878e+04 5.254e+04 5.566e+04 -1.289 1.305 0.00784 4.009e+05
105500.0 1000 -0.016 0.525 -0.003 0.494 0.002016 0.001974 0.001994 5.904e+04 5.228e+04 5.566e+04 -1.294 1.3 0.003004 4.009e+05
105600.0 1000 -0.016 0.526 -0.003 0.493 0.002016 0.001974 0.001994 5.93e+04 5.202e+04 5.566e+04 -1.298 1.295 -0.001832 4.009e+05
105700.0 1000 -0.016 0.527 -0.003 0.492 0.002016 0.001974 0.001994 5.956e+04 5.177e+04 5.566e+04 -1.303 1.29 -0.006668 4.009e+05
105800.0 1000 -0.016 0.528 -0.003 0.490 0.002016 0.001974 0.001994 5.982e+04 5.151e+04 5.566e+04 -1.308 1.285 -0.0115 4.009e+05
105900.0 1000 -0.016 0.530 -0.003 0.489 0.002016 0.001974 0.001994 6.008e+04 5.125e+04 5.567e+04 -1.312 1.279 -0.01634 4.009e+05
106000.0 1000 -0.016 0.531 -0.003 0.488 0.002016 0.001974 0.001994 6.035e+04 5.1e+04 5.567e+04 -1.317 1.274 -0.02118 4.009e+05
106100.0 1000 -0.016 0.532 -0.003 0.487 0.002016 0.001974 0.001994 6.061e+04 5.074e+04 5.568e+04 -1.321 1.269 -0.02601 4.009e+05
106200.0 1000 -0.016 0.533 -0.003 0.485 0.002016 0.001974 0.001994 6.087e+04 5.049e+04 5.568e+04 -1.326 1.264 -0.03085 4.009e+05
106300.0 1000 -0.016 0.534 -0.003 0.484 0.002016 0.001974 0.001994 6.114e+04 5.024e+04 5.569e+04 -1.33 1.259 -0.03568 4.009e+05
106400.0 1000 -0.016 0.535 -0.003 0.483 0.002016 0.001974 0.001994 6.141e+04 4.999e+04 5.57e+04 -1.335 1.254 -0.04052 4.009e+05
106500.0 1000 -0.016 0.537 -0.003 0.482 0.002016 0.001974 0.001994 6.167e+04 4.974e+04 5.57e+04 -1.339 1.249 -0.04535 4.009e+05
106600.0 1000 -0.016 0.538 -0.003 0.481 0.002016 0.001974 0.001994 6.194e+04 4.949e+04 5.571e+04 -1.344 1.244 -0.05019 4.009e+05
106700.0 1000 -0.016 0.539 -0.003 0.479 0.002016 0.001974 0.001994 6.221e+04 4.924e+04 5.572e+04 -1.349 1.239 -0.05503 4.009e+05
106800.0 1000 -0.016 0.540 -0.003 0.478 0.002016 0.001974 0.001994 6.248e+04 4.899e+04 5.574e+04 -1.353 1.233 -0.05986 4.009e+05
106900.0 1000 -0.016 0.541 -0.003 0.477 0.002016 0.001974 0.001994 6.275e+04 4.874e+04 5.575e+04 -1.358 1.228 -0.0647 4.009e+05
107000.0 1000 -0.016 0.542 -0.003 0.476 0.002016 0.001974 0.001994 6.303e+04 4.85e+04 5.576e+04 -1.362 1.223 -0.06953 4.009e+05
107100.0 1000 -0.016 0.544 -0.003 0.475 0.002016 0.001974 0.001994 6.33e+04 4.825e+04 5.578e+04 -1.367 1.218 -0.07437 4.009e+05
107200.0 1000 -0.016 0.545 -0.003 0.473 0.002016 0.001974 0.001994 6.357e+04 4.801e+04 5.579e+04 -1.371 1.213 -0.07921 4.009e+05
107300.0 1000 -0.016 0.546 -0.003 0.472 0.002016 0.001974 0.001994 6.385e+04 4.777e+04 5.581e+04 -1.376 1.208 -0.08404 4.009e+05
107400.0 1000 -0.016 0.547 -0.003 0.471 0.002016 0.001974 0.001994 6.412e+04 4.753e+04 5.583e+04 -1.381 1.203 -0.08888 4.009e+05
107500.0 1000 -0.016 0.548 -0.003 0.470 0.002016 0.001974 0.001994 6.44e+04 4.729e+04 5.584e+04 -1.385 1.198 -0.09371 4.009e+05
107600.0 1000 -0.017 0.549 -0.003 0.469 0.002016 0.001974 0.001994 6.468e+04 4.705e+04 5.586e+04 -1.39 1.193 -0.09855 4.009e+05
107700.0 1000 -0.017 0.551 -0.003 0.467 0.002016 0.001974 0.001994 6.495e+04 4.681e+04 5.588e+04 -1.394 1.188 -0.1034 4.009e+05
107800.0 1000 -0.017 0.552 -0.003 0.466 0.002016 0.001974 0.001994 6.523e+04 4.657e+04 5.59e+04 -1.399 1.182 -0.1082 4.009e+05
107900.0 1000 -0.017 0.553 -0.003 0.465 0.002016 0.001974 0.001994 6.551e+04 4.634e+04 5.593e+04 -1.403 1.177 -0.1131 4.009e+05
108000.0 1000 -0.017 0.554 -0.003 0.464 0.002016 0.001974 0.001994 6.58e+04 4.61e+04 5.595e+04 -1.408 1.172 -0.1179 4.009e+05
108100.0 1000 -0.017 0.555 -0.003 0.463 0.002016 0.001974 0.001994 6.608e+04 4.587e+04 5.597e+04 -1.413 1.167 -0.1227 4.009e+05
108200.0 1000 -0.017 0.557 -0.003 0.462 0.002016 0.001974 0.001994 6.636e+04 4.564e+04 5.6e+04 -1.417 1.162 -0.1276 4.009e+05
108300.0 1000 -0.017 0.558 -0.003 0.460 0.002016 0.001974 0.001994 6.664e+04 4.54e+04 5.602e+04 -1.422 1.157 -0.1324 4.009e+05
108400.0 1000 -0.017 0.559 -0.003 0.459 0.002016 0.001974 0.001994 6.693e+04 4.517e+04 5.605e+04 -1.426 1.152 -0.1372 4.009e+05
108500.0 1000 -0.017 0.560 -0.003 0.458 0.002016 0.001974 0.001994 6.721e+04 4.494e+04 5.608e+04 -1.431 1.147 -0.1421 4.009e+05
108600.0 1000 -0.017 0.561 -0.003 0.457 0.002016 0.001974 0.001994 6.75e+04 4.472e+04 5.611e+04 -1.435 1.142 -0.1469 4.009e+05
108700.0 1000 -0.017 0.562 -0.004 0.456 0.002016 0.001974 0.001994 6.779e+04 4.449e+04 5.614e+04 -1.44 1.136 -0.1517 4.009e+05
108800.0 1000 -0.017 0.564 -0.004 0.454 0.002016 0.001974 0.001994 6.808e+04 4.426e+04 5.617e+04 -1.444 1.131 -0.1566 4.009e+05
108900.0 1000 -0.017 0.565 -0.004 0.453 0.002016 0.001974 0.001994 6.837e+04 4.404e+04 5.62e+04 -1.449 1.126 -0.1614 4.009e+05
109000.0 1000 -0.017 0.566 -0.004 0.452 0.002016 0.001974 0.001994 6.866e+04 4.381e+04 5.623e+04 -1.454 1.121 -0.1663 4.009e+05
109100.0 1000 -0.017 0.567 -0.004 0.451 0.002016 0.001974 0.001994 6.895e+04 4.359e+04 5.627e+04 -1.458 1.116 -0.1711 4.009e+05
109200.0 1000 -0.017 0.568 -0.004 0.450 0.002016 0.001974 0.001994 6.924e+04 4.336e+04 5.63e+04 -1.463 1.111 -0.1759 4.009e+05
109300.0 1000 -0.017 0.570 -0.004 0.449 0.002016 0.001974 0.001994 6.953e+04 4.314e+04 5.634e+04 -1.467 1.106 -0.1808 4.009e+05
109400.0 1000 -0.017 0.571 -0.004 0.448 0.002016 0.001974 0.001994 6.983e+04 4.292e+04 5.637e+04 -1.472 1.101 -0.1856 4.009e+05
109500.0 1000 -0.017 0.572 -0.004 0.446 0.002016 0.001974 0.001994 7.012e+04 4.27e+04 5.641e+04 -1.476 1.096 -0.1904 4.009e+05
109600.0 1000 -0.017 0.573 -0.004 0.445 0.002016 0.001974 0.001994 7.042e+04 4.248e+04 5.645e+04 -1.481 1.09 -0.1953 4.009e+05
109700.0 1000 -0.017 0.574 -0.004 0.444 0.002016 0.001974 0.001994 7.071e+04 4.227e+04 5.649e+04 -1.486 1.085 -0.2001 4.009e+05
109800.0 1000 -0.017 0.576 -0.004 0.443 0.002016 0.001974 0.001994 7.101e+04 4.205e+04 5.653e+04 -1.49 1.08 -0.2049 4.009e+05
109900.0 1000 -0.017 0.577 -0.004 0.442 0.002016 0.001974 0.001994 7.131e+04 4.183e+04 5.657e+04 -1.495 1.075 -0.2098 4.009e+05
110000.0 1000 -0.017 0.578 -0.004 0.441 0.002016 0.001974 0.001994 7.161e+04 4.162e+04 5.661e+04 -1.499 1.07 -0.2146 4.009e+05
110100.0 1000 -0.017 0.579 -0.004 0.440 0.002016 0.001974 0.001994 7.191e+04 4.141e+04 5.666e+04 -1.504 1.065 -0.2194 4.009e+05
110200.0 1000 -0.017 0.581 -0.004 0.438 0.002016 0.001974 0.001994 7.221e+04 4.119e+04 5.67e+04 -1.508 1.06 -0.2243 4.009e+05
110300.0 1000 -0.017 0.582 -0.004 0.437 0.002016 0.001974 0.001994 7.251e+04 4.098e+04 5.675e+04 -1.513 1.055 -0.2291 4.009e+05
110400.0 1000 -0.017 0.583 -0.004 0.436 0.002016 0.001974 0.001994 7.282e+04 4.077e+04 5.679e+04 -1.518 1.05 -0.234 4.009e+05
110500.0 1000 -0.017 0.584 -0.004 0.435 0.002016 0.001974 0.001994 7.312e+04 4.056e+04 5.684e+04 -1.522 1.045 -0.2388 4.009e+05
110600.0 1000 -0.017 0.585 -0.004 0.434 0.002016 0.001974 0.001994 7.343e+04 4.035e+04 5.689e+04 -1.527 1.039 -0.2436 4.009e+05
110700.0 1000 -0.017 0.587 -0.004 0.433 0.002016 0.001974 0.001994 7.373e+04 4.015e+04 5.694e+04 -1.531 1.034 -0.2485 4.009e+05
110800.0 1000 -0.018 0.588 -0.004 0.432 0.002016 0.001974 0.001994 7.404e+04 3.994e+04 5.699e+04 -1.536 1.029 -0.2533 4.009e+05
110900.0 1000 -0.018 0.589 -0.004 0.431 0.002016 0.001974 0.001994 7.435e+04 3.973e+04 5.704e+04 -1.54 1.024 -0.2581 4.009e+05
111000.0 1000 -0.018 0.590 -0.004 0.430 0.002016 0.001974 0.001994 7.465e+04 3.953e+04 5.709e+04 -1.545 1.019 -0.263 4.009e+05
111100.0 1000 -0.018 0.591 -0.004 0.428 0.002016 0.001974 0.001994 7.496e+04 3.933e+04 5.715e+04 -1.55 1.014 -0.2678 4.009e+05
111200.0 1000 -0.018 0.593 -0.004 0.427 0.002016 0.001974 0.001994 7.527e+04 3.912e+04 5.72e+04 -1.554 1.009 -0.2726 4.009e+05
111300.0 1000 -0.018 0.594 -0.004 0.426 0.002016 0.001974 0.001994 7.559e+04 3.892e+04 5.725e+04 -1.559 1.004 -0.2775 4.009e+05
111400.0 1000 -0.018 0.595 -0.004 0.425 0.002016 0.001974 0.001994 7.59e+04 3.872e+04 5.731e+04 -1.563 0.9986 -0.2823 4.009e+05
111500.0 1000 -0.018 0.596 -0.004 0.424 0.002016 0.001974 0.001994 7.621e+04 3.852e+04 5.737e+04 -1.568 0.9935 -0.2871 4.009e+05
111600.0 1000 -0.018 0.598 -0.004 0.423 0.002016 0.001974 0.001994 7.652e+04 3.833e+04 5.743e+04 -1.572 0.9884 -0.292 4.009e+05
111700.0 1000 -0.018 0.599 -0.004 0.422 0.002016 0.001974 0.001994 7.684e+04 3.813e+04 5.748e+04 -1.577 0.9833 -0.2968 4.009e+05
111800.0 1000 -0.018 0.600 -0.004 0.421 0.002016 0.001974 0.001994 7.716e+04 3.793e+04 5.754e+04 -1.581 0.9782 -0.3017 4.009e+05
111900.0 1000 -0.018 0.601 -0.004 0.420 0.002016 0.001974 0.001994 7.747e+04 3.774e+04 5.76e+04 -1.586 0.973 -0.3065 4.009e+05
112000.0 1000 -0.018 0.603 -0.004 0.419 0.002016 0.001974 0.001994 7.779e+04 3.754e+04 5.767e+04 -1.591 0.9679 -0.3113 4.009e+05
112100.0 1000 -0.018 0.604 -0.004 0.418 0.002016 0.001974 0.001994 7.811e+04 3.735e+04 5.773e+04 -1.595 0.9628 -0.3162 4.009e+05
112200.0 1000 -0.018 0.605 -0.004 0.416 0.002016 0.001974 0.001994 7.843e+04 3.716e+04 5.779e+04 -1.6 0.9577 -0.321 4.009e+05
112300.0 1000 -0.018 0.606 -0.004 0.415 0.002016 0.001974 0.001994 7.875e+04 3.697e+04 5.786e+04 -1.604 0.9526 -0.3258 4.009e+05
112400.0 1000 -0.018 0.607 -0.004 0.414 0.002016 0.001974 0.001994 7.907e+04 3.678e+04 5.792e+04 -1.609 0.9475 -0.3307 4.009e+05
112500.0 1000 -0.018 0.609 -0.005 0.413 0.002016 0.001974 0.001994 7.939e+04 3.659e+04 5.799e+04 -1.613 0.9424 -0.3355 4.009e+05
112600.0 1000 -0.018 0.610 -0.005 0.412 0.002016 0.001974 0.001994 7.971e+04 3.64e+04 5.806e+04 -1.618 0.9373 -0.3403 4.009e+05
112700.0 1000 -0.018 0.611 -0.005 0.411 0.002016 0.001974 0.001994 8.004e+04 3.621e+04 5.813e+04 -1.623 0.9322 -0.3452 4.009e+05
112800.0 1000 -0.018 0.612 -0.005 0.410 0.002016 0.001974 0.001994 8.036e+04 3.603e+04 5.82e+04 -1.627 0.9271 -0.35 4.009e+05
112900.0 1000 -0.018 0.614 -0.005 0.409 0.002016 0.001974 0.001994 8.069e+04 3.584e+04 5.827e+04 -1.632 0.922 -0.3548 4.009e+05
113000.0 1000 -0.018 0.615 -0.005 0.408 0.002016 0.001974 0.001994 8.102e+04 3.566e+04 5.834e+04 -1.636 0.9169 -0.3597 4.009e+05
113100.0 1000 -0.018 0.616 -0.005 0.407 0.002016 0.001974 0.001994 8.134e+04 3.548e+04 5.841e+04 -1.641 0.9118 -0.3645 4.009e+05
113200.0 1000 -0.018 0.617 -0.005 0.406 0.002016 0.001974 0.001994 8.167e+04 3.529e+04 5.848e+04 -1.645 0.9067 -0.3694 4.009e+05
113300.0 1000 -0.018 0.619 -0.005 0.405 0.002016 0.001974 0.001994 8.2e+04 3.511e+04 5.856e+04 -1.65 0.9016 -0.3742 4.009e+05
113400.0 1000 -0.018 0.620 -0.005 0.404 0.002016 0.001974 0.001994 8.233e+04 3.493e+04 5.863e+04 -1.655 0.8965 -0.379 4.009e+05
113500.0 1000 -0.018 0.621 -0.005 0.403 0.002016 0.001974 0.001994 8.266e+04 3.475e+04 5.871e+04 -1.659 0.8913 -0.3839 4.009e+05
113600.0 1000 -0.018 0.622 -0.005 0.402 0.002016 0.001974 0.001994 8.3e+04 3.458e+04 5.879e+04 -1.664 0.8862 -0.3887 4.009e+05
113700.0 1000 -0.018 0.624 -0.005 0.401 0.002016 0.001974 0.001994 8.333e+04 3.44e+04 5.886e+04 -1.668 0.8811 -0.3935 4.009e+05
113800.0 1000 -0.018 0.625 -0.005 0.400 0.002016 0.001974 0.001994 8.366e+04 3.422e+04 5.894e+04 -1.673 0.876 -0.3984 4.009e+05
113900.0 1000 -0.018 0.626 -0.005 0.399 0.002016 0.001974 0.001994 8.4e+04 3.405e+04 5.902e+04 -1.677 0.8709 -0.4032 4.009e+05
114000.0 1000 -0.019 0.627 -0.005 0.398 0.002016 0.001974 0.001994 8.433e+04 3.388e+04 5.911e+04 -1.682 0.8658 -0.408 4.009e+05
114100.0 1000 -0.019 0.629 -0.005 0.397 0.002016 0.001974 0.001994 8.467e+04 3.37e+04 5.919e+04 -1.686 0.8607 -0.4129 4.009e+05
114200.0 1000 -0.019 0.630 -0.005 0.396 0.002016 0.001974 0.001994 8.501e+04 3.353e+04 5.927e+04 -1.691 0.8556 -0.4177 4.009e+05
114300.0 1000 -0.019 0.631 -0.005 0.395 0.002016 0.001974 0.001994 8.535e+04 3.336e+04 5.935e+04 -1.696 0.8505 -0.4226 4.009e+05
114400.0 1000 -0.019 0.632 -0.005 0.394 0.002016 0.001974 0.001994 8.569e+04 3.319e+04 5.944e+04 -1.7 0.8454 -0.4274 4.009e+05
114500.0 1000 -0.019 0.634 -0.005 0.393 0.002016 0.001974 0.001994 8.603e+04 3.302e+04 5.953e+04 -1.705 0.8403 -0.4322 4.009e+05
114600.0 1000 -0.019 0.635 -0.005 0.392 0.002016 0.001974 0.001994 8.637e+04 3.285e+04 5.961e+04 -1.709 0.8352 -0.4371 4.009e+05
114700.0 1000 -0.019 0.636 -0.005 0.391 0.002016 0.001974 0.001994 8.671e+04 3.269e+04 5.97e+04 -1.714 0.8301 -0.4419 4.009e+05
114800.0 1000 -0.019 0.637 -0.005 0.390 0.002016 0.001974 0.001994 8.706e+04 3.252e+04 5.979e+04 -1.718 0.825 -0.4467 4.009e+05
114900.0 1000 -0.019 0.639 -0.005 0.389 0.002016 0.001974 0.001994 8.74e+04 3.236e+04 5.988e+04 -1.723 0.8199 -0.4516 4.009e+05
115000.0 1000 -0.019 0.640 -0.005 0.388 0.002016 0.001974 0.001994 8.774e+04 3.22e+04 5.997e+04 -1.728 0.8148 -0.4564 4.009e+05
115100.0 1000 -0.019 0.641 -0.005 0.387 0.002016 0.001974 0.001994 8.809e+04 3.203e+04 6.006e+04 -1.732 0.8096 -0.4612 4.009e+05
115200.0 1000 -0.019 0.642 -0.005 0.386 0.002016 0.001974 0.001994 8.844e+04 3.187e+04 6.015e+04 -1.737 0.8045 -0.4661 4.009e+05
115300.0 1000 -0.019 0.644 -0.005 0.385 0.002016 0.001974 0.001994 8.878e+04 3.171e+04 6.025e+04 -1.741 0.7994 -0.4709 4.009e+05
115400.0 1000 -0.019 0.645 -0.005 0.384 0.002016 0.001974 0.001994 8.913e+04 3.155e+04 6.034e+04 -1.746 0.7943 -0.4757 4.009e+05
115500.0 1000 -0.019 0.646 -0.005 0.383 0.002016 0.001974 0.001994 8.948e+04 3.139e+04 6.044e+04 -1.75 0.7892 -0.4806 4.009e+05
115600.0 1000 -0.019 0.647 -0.005 0.382 0.002016 0.001974 0.001994 8.983e+04 3.124e+04 6.053e+04 -1.755 0.7841 -0.4854 4.009e+05
115700.0 1000 -0.019 0.649 -0.005 0.381 0.002016 0.001974 0.001994 9.019e+04 3.108e+04 6.063e+04 -1.76 0.779 -0.4903 4.009e+05
115800.0 1000 -0.019 0.650 -0.005 0.380 0.002016 0.001974 0.001994 9.054e+04 3.092e+04 6.073e+04 -1.764 0.7739 -0.4951 4.009e+05
115900.0 1000 -0.019 0.651 -0.005 0.379 0.002016 0.001974 0.001994 9.089e+04 3.077e+04 6.083e+04 -1.769 0.7688 -0.4999 4.009e+05
116000.0 1000 -0.019 0.653 -0.005 0.378 0.002016 0.001974 0.001994 9.125e+04 3.062e+04 6.093e+04 -1.773 0.7637 -0.5048 4.009e+05
116100.0 1000 -0.019 0.654 -0.005 0.377 0.002016 0.001974 0.001994 9.16e+04 3.046e+04 6.103e+04 -1.778 0.7586 -0.5096 4.009e+05
116200.0 1000 -0.019 0.655 -0.005 0.376 0.002016 0.001974 0.001994 9.196e+04 3.031e+04 6.113e+04 -1.782 0.7535 -0.5144 4.009e+05
116300.0 1000 -0.019 0.656 -0.006 0.375 0.002016 0.001974 0.001994 9.231e+04 3.016e+04 6.124e+04 -1.787 0.7484 -0.5193 4.009e+05
116400.0 1000 -0.019 0.658 -0.006 0.374 0.002016 0.001974 0.001994 9.267e+04 3.001e+04 6.134e+04 -1.791 0.7433 -0.5241 4.009e+05
116500.0 1000 -0.019 0.659 -0.006 0.373 0.002016 0.001974 0.001994 9.303e+04 2.987e+04 6.145e+04 -1.796 0.7382 -0.5289 4.009e+05
116600.0 1000 -0.019 0.660 -0.006 0.372 0.002016 0.001974 0.001994 9.339e+04 2.972e+04 6.155e+04 -1.801 0.7331 -0.5338 4.009e+05
116700.0 1000 -0.019 0.661 -0.006 0.372 0.002016 0.001974 0.001994 9.375e+04 2.957e+04 6.166e+04 -1.805 0.7279 -0.5386 4.009e+05
116800.0 1000 -0.019 0.663 -0.006 0.371 0.002016 0.001974 0.001994 9.411e+04 2.943e+04 6.177e+04 -1.81 0.7228 -0.5434 4.009e+05
116900.0 1000 -0.019 0.664 -0.006 0.370 0.002016 0.001974 0.001994 9.447e+04 2.928e+04 6.188e+04 -1.814 0.7177 -0.5483 4.009e+05
117000.0 1000 -0.019 0.665 -0.006 0.369 0.002016 0.001974 0.001994 9.484e+04 2.914e+04 6.199e+04 -1.819 0.7126 -0.5531 4.009e+05
117100.0 1000 -0.019 0.667 -0.006 0.368 0.002016 0.001974 0.001994 9.52e+04 2.9e+04 6.21e+04 -1.823 0.7075 -0.558 4.009e+05
117200.0 1000 -0.020 0.668 -0.006 0.367 0.002016 0.001974 0.001994 9.557e+04 2.886e+04 6.221e+04 -1.828 0.7024 -0.5628 4.009e+05
117300.0 1000 -0.020 0.669 -0.006 0.366 0.002016 0.001974 0.001994 9.593e+04 2.872e+04 6.232e+04 -1.833 0.6973 -0.5676 4.009e+05
117400.0 1000 -0.020 0.670 -0.006 0.365 0.002016 0.001974 0.001994 9.63e+04 2.858e+04 6.244e+04 -1.837 0.6922 -0.5725 4.009e+05
117500.0 1000 -0.020 0.672 -0.006 0.364 0.002016 0.001974 0.001994 9.667e+04 2.844e+04 6.255e+04 -1.842 0.6871 -0.5773 4.009e+05
117600.0 1000 -0.020 0.673 -0.006 0.363 0.002016 0.001974 0.001994 9.704e+04 2.83e+04 6.267e+04 -1.846 0.682 -0.5821 4.009e+05
117700.0 1000 -0.020 0.674 -0.006 0.363 0.002016 0.001974 0.001994 9.741e+04 2.817e+04 6.279e+04 -1.851 0.6769 -0.587 4.009e+05
117800.0 1000 -0.020 0.676 -0.006 0.362 0.002016 0.001974 0.001994 9.778e+04 2.803e+04 6.29e+04 -1.854 0.6713 -0.5912 4.009e+05
117900.0 1000 -0.020 0.677 -0.006 0.361 0.002016 0.001974 0.001994 9.815e+04 2.79e+04 6.302e+04 -1.827 0.6574 -0.5849 4.009e+05
118000.0 1000 -0.020 0.678 -0.006 0.360 0.002016 0.001974 0.001994 9.85e+04 2.777e+04 6.313e+04 -1.672 0.6073 -0.5324 4.009e+05
118100.0 1000 -0.020 0.679 -0.006 0.359 0.002016 0.001974 0.001994 9.881e+04 2.766e+04 6.324e+04 -1.495 0.5518 -0.4716 4.009e+05
118200.0 1000 -0.020 0.680 -0.006 0.359 0.002016 0.001974 0.001994 9.909e+04 2.755e+04 6.332e+04 -1.317 0.4968 -0.4101 4.009e+05
118300.0 1000 -0.020 0.681 -0.006 0.358 0.002016 0.001974 0.001994 9.934e+04 2.746e+04 6.34e+04 -1.138 0.4421 -0.3479 4.009e+05
118400.0 1000 -0.020 0.682 -0.006 0.357 0.002016 0.001974 0.001994 9.955e+04 2.738e+04 6.346e+04 -0.958 0.3877 -0.2852 4.009e+05
118500.0 1000 -0.020 0.682 -0.006 0.357 0.002016 0.001974 0.001994 9.972e+04 2.73e+04 6.351e+04 -0.7774 0.3336 -0.2219 4.009e+05
118600.0 1000 -0.020 0.683 -0.006 0.357 0.002016 0.001974 0.001994 9.986e+04 2.724e+04 6.355e+04 -0.5963 0.2797 -0.1583 4.009e+05
118700.0 1000 -0.020 0.683 -0.006 0.356 0.002016 0.001974 0.001994 9.996e+04 2.719e+04 6.358e+04 -0.4147 0.2261 -0.09431 4.009e+05
118800.0 1000 -0.020 0.683 -0.006 0.356 0.002016 0.001974 0.001994 1e+05 2.715e+04 6.359e+04 -0.2328 0.1726 -0.0301 4.009e+05
